Part Number,Type,Bore (d) mm,OD (D) mm,Width (T) mm,Weight (kg),C Load,C0 Load,Max RPM,Price (GBP),Price (INR),Price (USD)
33017,Plain,85,130,36,1.5,1430,755,4400,N/A,N/A,N/A
126088X/126133XC,C,88.9,133.35,30.16,1.5,2335,1425,4900,N/A,N/A,N/A
126088X/126136XC,C,88.9,136.525,30.16,1.5,2335,1425,4900,N/A,N/A,N/A
123073X/123120,Plain,73.025,120,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123073X/123120X,Plain,73.025,120.65,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123073X/123121X,Plain,73.025,121.444,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123073X/123123X,Plain,73.025,123.825,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123075/123120,Plain,75,120,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123075/123120X,Plain,75,120.65,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123075/123121X,Plain,75,121.444,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123075/123123X,Plain,75,123.825,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123076X/123120,Plain,76.2,120,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123076X/123120X,Plain,76.2,120.65,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123076X/123121X,Plain,76.2,121.444,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123076X/123123X,Plain,76.2,123.825,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123077X/123120,Plain,77.788,120,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123077X/123120X,Plain,77.788,120.65,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123077X/123121X,Plain,77.788,121.444,24.6,1.49,1785,980,5500,N/A,N/A,N/A
123077X/123123X,Plain,77.788,123.825,24.6,1.49,1785,980,5500,N/A,N/A,N/A
130060/130120C,C,60,120,29.79,1.365,2175,1100,5700,N/A,N/A,N/A
130060/130127C,C,60,127,29.79,1.365,2175,1100,5700,N/A,N/A,N/A
130063X/130120C,C,63.5,120,29.79,1.365,2175,1100,5700,N/A,N/A,N/A
130063X/130127C,C,63.5,127,29.79,1.365,2175,1100,5700,N/A,N/A,N/A
130065/130120C,C,65,120,29.79,1.365,2175,1100,5700,1047.74,209548,1330.63
130065/130127C,C,65,127,29.79,1.365,2175,1100,5700,N/A,N/A,N/A
130069X/130127C,C,69.85,127,29.79,1.365,2175,1100,5700,N/A,N/A,N/A
130070/130127C,C,70,127,29.79,1.365,2175,1100,5700,N/A,N/A,N/A
130060/130120,Plain,60,120,29.79,1.315,2175,1100,5700,N/A,N/A,N/A
130060/130127,Plain,60,127,29.79,1.315,2175,1100,5700,N/A,N/A,N/A
130063X/130120,Plain,63.5,120,29.79,1.315,2175,1100,5700,N/A,N/A,N/A
130063X/130127,Plain,63.5,127,29.79,1.315,2175,1100,5700,N/A,N/A,N/A
130065/130120,Plain,65,120,29.79,1.315,2175,1100,5700,1082.12,216424,1374.3
130065/130127,Plain,65,127,29.79,1.315,2175,1100,5700,N/A,N/A,N/A
130069X/130127,Plain,69.85,127,29.79,1.315,2175,1100,5700,N/A,N/A,N/A
130070/130127,Plain,70,127,29.79,1.315,2175,1100,5700,N/A,N/A,N/A
130069X/130120C,C,69.85,120,29.79,1.24,2175,1100,5700,1033.86,206772,1312.99
130070/130120C,C,70,120,29.79,1.235,2175,1100,5700,1033.86,206772,1312.99
130069X/130120,Plain,69.85,120,29.79,1.19,2175,1100,5700,1061.63,212326,1348.27
130070/130120,Plain,70,120,29.79,1.185,2175,1100,5700,1068.31,213662,1356.75
120057X/120110C,C,57.15,110,30.16,1.13,1950,950,6200,N/A,N/A,N/A
120057X/120112XC,C,57.15,112.712,30.16,1.13,1950,950,6200,N/A,N/A,N/A
120060/120110C,C,60,110,30.16,1.13,1950,950,6200,958.05,191610,1216.72
120060/120112XC,C,60,112.712,30.16,1.13,1950,950,6200,N/A,N/A,N/A
104060/104110C,C,60,110,24,1.12,1320,960,6800,N/A,N/A,N/A
120057X/120110,Plain,57.15,110,30.16,1.1,1950,950,6200,N/A,N/A,N/A
120057X/120112X,Plain,57.15,112.712,30.16,1.1,1950,950,6200,N/A,N/A,N/A
120060/120112X,Plain,60,112.712,30.16,1.1,1950,950,6200,N/A,N/A,N/A
120063X/120112X,Plain,63.5,112.712,30.16,1.1,1950,950,6200,951.29,190258,1208.14
120060/120110,Plain,60,110,30.16,1.09,1950,950,6200,951.29,190258,1208.14
120063X/120110C,C,63.5,110,30.16,1.04,1950,950,6200,951.29,190258,1208.14
120063X/120110,Plain,63.5,110,30.16,1,1950,950,6200,944.32,188864,1199.29
305457X/305603X,Plain,457.2,603.25,85.72,47.5,21325,13392,1100,N/A,N/A,N/A
306431X/306571X,Plain,431.8,571.5,74.61,28.5,8520,5856,1200,N/A,N/A,N/A
32028,Plain,140,210,45,4.7,6155,4460,2600,N/A,N/A,N/A
124069X/124112XC,C,69.85,112.712,30.16,0.995,2030,1045,5800,N/A,N/A,N/A
124070/124112XC,C,70,112.712,30.16,0.995,2030,1045,5800,N/A,N/A,N/A
124069X/124112X,Plain,69.85,112.712,30.16,0.96,2030,1045,5800,N/A,N/A,N/A
124070/124112X,Plain,70,112.712,30.16,0.96,2030,1045,5800,985.82,197164,1251.99
110050/110096XC,C,50,96.838,26.75,0.915,1570,990,6900,N/A,N/A,N/A
110050/110098XC,C,50,98.425,26.75,0.915,1570,990,6900,N/A,N/A,N/A
110050/110100C,C,50,100,26.75,0.915,1570,990,6900,951.29,190258,1208.14
110050X/110096XC,C,50.8,96.838,26.75,0.915,1570,990,6900,N/A,N/A,N/A
110050X/110098XC,C,50.8,98.425,26.75,0.915,1570,990,6900,N/A,N/A,N/A
110050X/110100C,C,50.8,100,26.75,0.915,1570,990,6900,N/A,N/A,N/A
110053X/110096XC,C,53.975,96.838,26.75,0.915,1570,990,6900,N/A,N/A,N/A
110053X/110098XC,C,53.975,98.425,26.75,0.915,1570,990,6900,N/A,N/A,N/A
110053X/110100C,C,53.975,100,26.75,0.915,1570,990,6900,N/A,N/A,N/A
110055/110096XC,C,55,96.838,26.75,0.915,1570,990,6900,N/A,N/A,N/A
110055/110098XC,C,55,98.425,26.75,0.915,1570,990,6900,N/A,N/A,N/A
110057X/110096XC,C,57.15,96.838,26.75,0.915,1570,990,6900,N/A,N/A,N/A
110057X/110098XC,C,57.15,98.425,26.75,0.915,1570,990,6900,N/A,N/A,N/A
110057X/110100C,C,57.15,100,26.75,0.915,1570,990,6900,N/A,N/A,N/A
110050/110096X,Plain,50,96.838,26.75,0.885,1570,990,6900,N/A,N/A,N/A
110050/110098X,Plain,50,98.425,26.75,0.885,1570,990,6900,N/A,N/A,N/A
110050/110100,Plain,50,100,26.75,0.885,1570,990,6900,916.76,183352,1164.28
110050X/110096X,Plain,50.8,96.838,26.75,0.885,1570,990,6900,N/A,N/A,N/A
110050X/110098X,Plain,50.8,98.425,26.75,0.885,1570,990,6900,N/A,N/A,N/A
110050X/110100,Plain,50.8,100,26.75,0.885,1570,990,6900,N/A,N/A,N/A
110053X/110096X,Plain,53.975,96.838,26.75,0.885,1570,990,6900,N/A,N/A,N/A
110053X/110098X,Plain,53.975,98.425,26.75,0.885,1570,990,6900,N/A,N/A,N/A
110053X/110100,Plain,53.975,100,26.75,0.885,1570,990,6900,N/A,N/A,N/A
110055/110096X,Plain,55,96.838,26.75,0.885,1570,990,6900,N/A,N/A,N/A
110055/110098X,Plain,55,98.425,26.75,0.885,1570,990,6900,N/A,N/A,N/A
110057X/110096X,Plain,57.15,96.838,26.75,0.885,1570,990,6900,N/A,N/A,N/A
110057X/110098X,Plain,57.15,98.425,26.75,0.885,1570,990,6900,N/A,N/A,N/A
110057X/110100,Plain,57.15,100,26.75,0.885,1570,990,6900,N/A,N/A,N/A
113057X/113100C,C,57.15,100,25.4,0.88,1585,1020,6600,N/A,N/A,N/A
113057X/113101XC,C,57.15,101.6,25.4,0.88,1585,1020,6600,N/A,N/A,N/A
113060/113100C,C,60,100,25.4,0.88,1585,1020,6600,916.76,183352,1164.28
113060/113101XC,C,60,101.6,25.4,0.88,1585,1020,6600,N/A,N/A,N/A
113060X/113100C,C,60.325,100,25.4,0.88,1585,1020,6600,N/A,N/A,N/A
113060X/113101XC,C,60.325,101.6,25.4,0.88,1585,1020,6600,N/A,N/A,N/A
110055/110100C,C,55,100,26.75,0.825,1570,990,6900,930.65,186130,1181.93
104060/104100C,C,60,100,24,0.8,1320,960,6800,998.89,199778,1268.59
110055/110100,Plain,55,100,26.75,0.795,1570,990,6900,896.2,179240,1138.18
104060/104095C,C,60,95,24,0.75,1320,960,6800,N/A,N/A,N/A
104060/104095,Plain,60,95,24,0.72,1320,960,6800,N/A,N/A,N/A
104060/104100,Plain,60,100,24,0.72,1320,960,6800,918.7,183740,1166.75
104060/104110,Plain,60,110,24,0.72,1320,960,6800,N/A,N/A,N/A
32014,Plain,70,110,25,0.72,1355,595,5800,N/A,N/A,N/A
111050X/111093X,Plain,50.8,93.266,26.75,0.66,1435,830,7400,806.51,161302,1024.27
113057X/113100,Plain,57.15,100,25.4,0.66,1585,1020,6600,N/A,N/A,N/A
113057X/113101X,Plain,57.15,101.6,25.4,0.66,1585,1020,6600,N/A,N/A,N/A
113060/113100,Plain,60,100,25.4,0.66,1585,1020,6600,889.22,177844,1129.3
113060/113101X,Plain,60,101.6,25.4,0.66,1585,1020,6600,N/A,N/A,N/A
113060X/113100,Plain,60.325,100,25.4,0.66,1585,1020,6600,N/A,N/A,N/A
113060X/113101X,Plain,60.325,101.6,25.4,0.66,1585,1020,6600,817.86,163572,1038.69
85050/85090C,C,50,90,25,0.65,1150,825,6900,1431.46,286292,1817.96
111044X/111090C,C,44.45,90,26.75,0.635,1435,830,7400,N/A,N/A,N/A
111044X/111093XC,C,44.45,93.266,26.75,0.635,1435,830,7400,N/A,N/A,N/A
111050/111090C,C,50,90,26.75,0.635,1435,830,7400,841.03,168206,1068.1
111050/111093XC,C,50,93.266,26.75,0.635,1435,830,7400,N/A,N/A,N/A
111050X/111090C,C,50.8,90,26.75,0.635,1435,830,7400,N/A,N/A,N/A
111044X/111090,Plain,44.45,90,26.75,0.61,1435,830,7400,N/A,N/A,N/A
111044X/111093X,Plain,44.45,93.266,26.75,0.61,1435,830,7400,N/A,N/A,N/A
85050/85090,Plain,50,90,25,0.61,1150,825,6900,1316.68,263336,1672.18
111050/111090,Plain,50,90,26.75,0.61,1435,830,7400,813.26,162652,1032.85
111050/111093X,Plain,50,93.266,26.75,0.61,1435,830,7400,N/A,N/A,N/A
111050X/111090,Plain,50.8,90,26.75,0.61,1435,830,7400,N/A,N/A,N/A
119044X/119085C,C,44.45,85,24.75,0.56,1370,730,8200,N/A,N/A,N/A
119044X/119088XC,C,44.45,88.9,24.75,0.56,1370,730,8200,N/A,N/A,N/A
119045/119088XC,C,45,88.9,24.75,0.56,1370,730,8200,N/A,N/A,N/A
112040/112085C,C,40,85,20.63,0.53,1145,600,8200,793.96,158792,1008.33
119045/119085C,C,45,85,24.75,0.52,1370,730,8200,842.15,168430,1069.53
112040/112085,Plain,40,85,20.63,0.51,1145,600,8200,760.4,152080,965.7
119044X/119085,Plain,44.45,85,24.75,0.5,1370,730,8200,N/A,N/A,N/A
119044X/119088X,Plain,44.45,88.9,24.75,0.5,1370,730,8200,N/A,N/A,N/A
119045/119085,Plain,45,85,24.75,0.5,1370,730,8200,809.76,161952,1028.4
119045/119088X,Plain,45,88.9,24.75,0.5,1370,730,8200,N/A,N/A,N/A
101040/101080C,C,40,80,24.75,0.5,1110,630,8800,820.99,164198,1042.65
87045/87080C,C,45,80,25,0.5,1050,720,8200,N/A,N/A,N/A
101038X/101076C,C,38.1,76,24.75,0.49,1110,630,8800,N/A,N/A,N/A
101038X/101076XC,C,38.1,76.2,24.75,0.49,1110,630,8800,N/A,N/A,N/A
101038X/101080C,C,38.1,80,24.75,0.49,1110,630,8800,N/A,N/A,N/A
101040/101076C,C,40,76,24.75,0.49,1110,630,8800,807.54,161508,1025.59
101040/101076XC,C,40,76.2,24.75,0.49,1110,630,8800,N/A,N/A,N/A
101041X/101076C,C,41.275,76,24.75,0.49,1110,630,8800,N/A,N/A,N/A
101041X/101076XC,C,41.275,76.2,24.75,0.49,1110,630,8800,N/A,N/A,N/A
101041X/101080C,C,41.275,80,24.75,0.49,1110,630,8800,N/A,N/A,N/A
101038X/101076,Plain,38.1,76,24.75,0.475,1110,630,8800,N/A,N/A,N/A
101038X/101076X,Plain,38.1,76.2,24.75,0.475,1110,630,8800,N/A,N/A,N/A
101038X/101080,Plain,38.1,80,24.75,0.475,1110,630,8800,N/A,N/A,N/A
101040/101076,Plain,40,76,24.75,0.475,1110,630,8800,780.67,156134,991.45
101040/101076X,Plain,40,76.2,24.75,0.475,1110,630,8800,N/A,N/A,N/A
101040/101080,Plain,40,80,24.75,0.475,1110,630,8800,780.67,156134,991.45
101041X/101076,Plain,41.275,76,24.75,0.475,1110,630,8800,N/A,N/A,N/A
101041X/101076X,Plain,41.275,76.2,24.75,0.475,1110,630,8800,N/A,N/A,N/A
101041X/101080,Plain,41.275,80,24.75,0.475,1110,630,8800,N/A,N/A,N/A
112041X/112085C,C,41.275,85,20.63,0.47,1145,600,8200,N/A,N/A,N/A
112044X/112085C,C,44.45,85,20.63,0.47,1145,600,8200,N/A,N/A,N/A
112045/112085C,C,45,85,20.63,0.47,1145,600,8200,787.27,157454,999.83
112041X/112085,Plain,41.275,85,20.63,0.45,1145,600,8200,N/A,N/A,N/A
112044X/112085,Plain,44.45,85,20.63,0.45,1145,600,8200,N/A,N/A,N/A
87045/87080,Plain,45,80,25,0.45,1050,720,8200,N/A,N/A,N/A
112045/112085,Plain,45,85,20.63,0.45,1145,600,8200,753.57,150714,957.03
100031X/100072C,C,31.75,72,24.25,0.395,1055,545,9600,N/A,N/A,N/A
100031X/100076XC,C,31.75,76.2,24.25,0.395,1055,545,9600,N/A,N/A,N/A
100031X/100080C,C,31.75,80,24.25,0.395,1055,545,9600,N/A,N/A,N/A
100034X/100072C,C,34.925,72,24.25,0.395,1055,545,9600,N/A,N/A,N/A
100034X/100076XC,C,34.925,76.2,24.25,0.395,1055,545,9600,N/A,N/A,N/A
100034X/100080C,C,34.925,80,24.25,0.395,1055,545,9600,N/A,N/A,N/A
100035/100072C,C,35,72,24.25,0.395,1055,545,9600,800.71,160142,1016.91
100035/100076XC,C,35,76.2,24.25,0.395,1055,545,9600,N/A,N/A,N/A
100035/100080C,C,35,80,24.25,0.395,1055,545,9600,N/A,N/A,N/A
100031X/100072,Plain,31.75,72,24.25,0.38,1055,545,9600,N/A,N/A,N/A
100031X/100076X,Plain,31.75,76.2,24.25,0.38,1055,545,9600,N/A,N/A,N/A
100031X/100080,Plain,31.75,80,24.25,0.38,1055,545,9600,N/A,N/A,N/A
100034X/100072,Plain,34.925,72,24.25,0.38,1055,545,9600,N/A,N/A,N/A
100034X/100076X,Plain,34.925,76.2,24.25,0.38,1055,545,9600,N/A,N/A,N/A
100034X/100080,Plain,34.925,80,24.25,0.38,1055,545,9600,N/A,N/A,N/A
100035/100072,Plain,35,72,24.25,0.38,1055,545,9600,747.03,149406,948.73
100035/100076X,Plain,35,76.2,24.25,0.38,1055,545,9600,N/A,N/A,N/A
100035/100080,Plain,35,80,24.25,0.38,1055,545,9600,N/A,N/A,N/A
80030/80066XC,C,30,66.675,20.63,0.36,720,405,10400,N/A,N/A,N/A
80030/80068C,C,30,68,20.63,0.36,720,405,10400,N/A,N/A,N/A
80033X/80066XC,C,33.338,66.675,20.63,0.36,720,405,10400,N/A,N/A,N/A
80033X/80068C,C,33.338,68,20.63,0.36,720,405,10400,N/A,N/A,N/A
80035/80068C,C,35,68,20.63,0.36,720,405,10400,N/A,N/A,N/A
80035/80066XC,C,35,66.675,20.63,0.34,720,405,10400,N/A,N/A,N/A
80030/80066X,Plain,30,66.675,20.63,0.33,720,405,10400,N/A,N/A,N/A
80030/80068,Plain,30,68,20.63,0.33,720,405,10400,N/A,N/A,N/A
80033X/80068,Plain,33.338,68,20.63,0.33,720,405,10400,N/A,N/A,N/A
80035/80068,Plain,35,68,20.63,0.33,720,405,10400,N/A,N/A,N/A
70030/70062C,C,30,62,21.25,0.31,635,345,11600,684.51,136902,869.33
80033X/80066X,Plain,33.338,66.675,20.63,0.3,720,405,10400,N/A,N/A,N/A
70030/70062,Plain,30,62,21.25,0.28,635,345,11600,740.34,148068,940.24
102036/102072C,C,36,72,17,0.275,665,350,9600,N/A,N/A,N/A
80035/80066X,Plain,35,66.675,20.63,0.27,720,405,10400,N/A,N/A,N/A
102036/102072,Plain,36,72,17,0.26,665,350,9600,N/A,N/A,N/A
74025/74052C,C,25,52,16.25,0.22,435,210,13300,693.12,138624,880.26
74025/74052,Plain,25,52,16.25,0.19,435,210,13300,652.81,130562,829.06
74025/74052G,G,25,52,43,0.46,850,210,13300,1265.08,253016,1606.65
70030/70062G,G,30,62,51,0.64,1250,345,11600,1287.06,257412,1634.56
80030/80066XG,G,30,66.675,52,0.78,1410,405,10400,N/A,N/A,N/A
80030/80068G,G,30,68,52,0.78,1410,405,10400,N/A,N/A,N/A
100031X/100072G,G,31.75,72,57,0.825,2045,545,9600,N/A,N/A,N/A
100031X/100076XG,G,31.75,76.2,57,0.825,2045,545,9600,N/A,N/A,N/A
100031X/100080G,G,31.75,80,57,0.825,2045,545,9600,N/A,N/A,N/A
80033X/80066XG,G,33.338,66.675,52,0.78,1410,405,10400,N/A,N/A,N/A
80033X/80068G,G,33.338,68,52,0.78,1410,405,10400,N/A,N/A,N/A
100034X/100072G,G,34.925,72,57,0.825,2045,545,9600,N/A,N/A,N/A
100034X/100076XG,G,34.925,76.2,57,0.825,2045,545,9600,N/A,N/A,N/A
100034X/100080G,G,34.925,80,57,0.825,2045,545,9600,N/A,N/A,N/A
80035/80066XG,G,35,66.675,52,0.72,1410,405,10400,N/A,N/A,N/A
80035/80068G,G,35,68,52,0.75,1410,405,10400,N/A,N/A,N/A
100035/100072G,G,35,72,57,0.825,2045,545,9600,1318.9,263780,1675
100035/100076XG,G,35,76.2,57,0.825,2045,545,9600,N/A,N/A,N/A
100035/100080G,G,35,80,57,0.825,2045,545,9600,N/A,N/A,N/A
102036/102072G,G,36,72,42,0.58,1280,350,9600,N/A,N/A,N/A
101038X/101076G,G,38.1,76,57,0.85,2175,630,8800,N/A,N/A,N/A
101038X/101076XG,G,38.1,76.2,57,0.85,2175,630,8800,N/A,N/A,N/A
101038X/101080G,G,38.1,80,57,0.85,2175,630,8800,N/A,N/A,N/A
101040/101076G,G,40,76,57,0.85,2175,630,8800,1386.18,277236,1760.44
101040/101076XG,G,40,76.2,57,0.85,2175,630,8800,N/A,N/A,N/A
101040/101080G,G,40,80,57,1.025,2175,630,8800,1393.01,278602,1769.12
112040/112085G,G,40,85,55,1.19,2190,600,8200,1493.83,298766,1897.17
101041X/101076G,G,41.275,76,57,0.85,2175,630,8800,N/A,N/A,N/A
101041X/101076XG,G,41.275,76.2,57,0.85,2175,630,8800,N/A,N/A,N/A
101041X/101080G,G,41.275,80,57,0.85,2175,630,8800,N/A,N/A,N/A
112041X/112085G,G,41.275,85,55,1.07,2190,600,8200,N/A,N/A,N/A
111044X/111090G,G,44.45,90,64,1.33,2805,830,7400,N/A,N/A,N/A
111044X/111093XG,G,44.45,93.266,64,1.33,2805,830,7400,N/A,N/A,N/A
112044X/112085G,G,44.45,85,55,1.07,2190,600,8200,N/A,N/A,N/A
119044X/119085G,G,44.45,85,62,1.17,2680,730,8200,N/A,N/A,N/A
119044X/119088XG,G,44.45,88.9,62,1.17,2680,730,8200,N/A,N/A,N/A
112045/112085G,G,45,85,55,1.07,2190,600,8200,1480.33,296066,1880.01
119045/119085G,G,45,85,62,1.17,2680,730,8200,1579.15,315830,2005.52
119045/119088XG,G,45,88.9,62,1.17,2680,730,8200,N/A,N/A,N/A
111050/111090G,G,50,90,64,1.33,2805,830,7400,1571.65,314330,1995.99
111050/111093XG,G,50,93.266,64,1.33,2805,830,7400,N/A,N/A,N/A
110050/110096XG,G,50,96.838,65,1.945,3070,990,6900,N/A,N/A,N/A
110050/110098XG,G,50,98.425,65,1.945,3070,990,6900,N/A,N/A,N/A
110050/110100G,G,50,100,65,1.945,3070,990,6900,1750.89,350178,2223.63
111050X/111090G,G,50.8,90,64,1.33,2805,830,7400,N/A,N/A,N/A
110050X/110096XG,G,50.8,96.838,65,1.945,3070,990,6900,N/A,N/A,N/A
110050X/110098XG,G,50.8,98.425,65,1.945,3070,990,6900,N/A,N/A,N/A
110050X/110100G,G,50.8,100,65,1.945,3070,990,6900,N/A,N/A,N/A
110053X/110096XG,G,53.975,96.838,65,1.945,3070,990,6900,N/A,N/A,N/A
110053X/110098XG,G,53.975,98.425,65,1.945,3070,990,6900,N/A,N/A,N/A
110053X/110100G,G,53.975,100,65,1.945,3070,990,6900,N/A,N/A,N/A
110055/110096XG,G,55,96.838,65,1.945,3070,990,6900,N/A,N/A,N/A
110055/110098XG,G,55,98.425,65,1.945,3070,990,6900,N/A,N/A,N/A
110055/110100G,G,55,100,65,1.765,3070,990,6900,1709.46,341892,2171
110057X/110096XG,G,57.15,96.838,65,1.945,3070,990,6900,N/A,N/A,N/A
110057X/110098XG,G,57.15,98.425,65,1.945,3070,990,6900,N/A,N/A,N/A
110057X/110100G,G,57.15,100,65,1.945,3070,990,6900,N/A,N/A,N/A
113057X/113100G,G,57.15,100,58,1.825,3085,1020,6600,N/A,N/A,N/A
113057X/113101XG,G,57.15,101.6,58,1.825,3085,1020,6600,N/A,N/A,N/A
120057X/120110G,G,57.15,110,73,2.39,3815,950,6200,N/A,N/A,N/A
120057X/120112XG,G,57.15,112.712,73,2.39,3815,950,6200,N/A,N/A,N/A
113060/113100G,G,60,100,58,1.825,3085,1020,6600,1716.52,343304,2179.98
113060/113101XG,G,60,101.6,58,1.825,3085,1020,6600,N/A,N/A,N/A
120060/120110G,G,60,110,73,2.39,3815,950,6200,1792.18,358436,2276.07
120060/120112XG,G,60,112.712,73,2.39,3815,950,6200,N/A,N/A,N/A
130060/130120G,G,60,120,71,2.86,4290,1100,5700,N/A,N/A,N/A
130060/130127G,G,60,127,71,2.86,4290,1100,5700,N/A,N/A,N/A
113060X/113100G,G,60.325,100,58,1.825,3085,1020,6600,N/A,N/A,N/A
113060X/113101XG,G,60.325,101.6,58,1.825,3085,1020,6600,N/A,N/A,N/A
120063X/120110G,G,63.5,110,73,2.21,3815,950,6200,1778.36,355672,2258.52
130063X/130120G,G,63.5,120,71,2.86,4290,1100,5700,N/A,N/A,N/A
130063X/130127G,G,63.5,127,71,2.86,4290,1100,5700,N/A,N/A,N/A
130065/130120G,G,65,120,71,2.86,4290,1100,5700,1985.3,397060,2521.33
130065/130127G,G,65,127,71,2.86,4290,1100,5700,N/A,N/A,N/A
124069X/124112XG,G,69.85,112.712,73,2.015,3980,1045,5800,N/A,N/A,N/A
130069X/130120G,G,69.85,120,71,2.61,4290,1100,5700,1950.77,390154,2477.49
135069X/135120G,G,69.85,120,89,2.73,5550,1405,5700,2048.27,409654,2601.3
130069X/130127G,G,69.85,127,71,2.86,4290,1100,5700,N/A,N/A,N/A
124070/124112XG,G,70,112.712,73,2.015,3980,1045,5800,N/A,N/A,N/A
130070/130120G,G,70,120,71,2.64,4290,1100,5700,1950.77,390154,2477.49
130070/130127G,G,70,127,71,2.86,4290,1100,5700,N/A,N/A,N/A
123073X/123120G,G,73.025,120,64,2.35,3520,980,5500,N/A,N/A,N/A
123073X/123120XG,G,73.025,120.65,64,2.35,3520,980,5500,N/A,N/A,N/A
123073X/123121XG,G,73.025,121.444,64,2.35,3520,980,5500,N/A,N/A,N/A
123073X/123123XG,G,73.025,123.825,64,2.35,3520,980,5500,N/A,N/A,N/A
123075/123120G,G,75,120,64,2.25,3520,980,5500,N/A,N/A,N/A
123075/123120XG,G,75,120.65,64,2.25,3520,980,5500,N/A,N/A,N/A
123075/123121XG,G,75,121.444,64,2.25,3520,980,5500,N/A,N/A,N/A
123075/123123XG,G,75,123.825,64,2.25,3520,980,5500,N/A,N/A,N/A
133075/133127G,G,75,127,73,3.23,4645,1260,5300,N/A,N/A,N/A
133075/133130G,G,75,130,73,3.23,4645,1260,5300,2143.75,428750,2722.56
133075/133133XG,G,75,133.35,73,3.23,4645,1260,5300,N/A,N/A,N/A
133075/133136XG,G,75,136.525,73,3.23,4645,1260,5300,N/A,N/A,N/A
123076X/123120G,G,76.2,120,64,2.25,3520,980,5500,N/A,N/A,N/A
123076X/123120XG,G,76.2,120.65,64,2.25,3520,980,5500,N/A,N/A,N/A
123076X/123123XG,G,76.2,123.825,64,2.25,3520,980,5500,N/A,N/A,N/A
133076X/133127G,G,76.2,127,73,3.23,4645,1260,5300,N/A,N/A,N/A
133076X/133130G,G,76.2,130,73,3.23,4645,1260,5300,N/A,N/A,N/A
133076X/133133XG,G,76.2,133.35,73,3.23,4645,1260,5300,N/A,N/A,N/A
133076X/133136XG,G,76.2,136.525,73,3.23,4645,1260,5300,N/A,N/A,N/A
123077X/123120G,G,77.788,120,64,2.25,3520,980,5500,N/A,N/A,N/A
123077X/123120XG,G,77.788,120.65,64,2.25,3520,980,5500,N/A,N/A,N/A
123077X/123121XG,G,77.788,121.444,64,2.25,3520,980,5500,N/A,N/A,N/A
123077X/123123XG,G,77.788,123.825,64,2.25,3520,980,5500,N/A,N/A,N/A
140080/140140G,G,80,140,85,4.345,5685,1410,4900,2212.65,442530,2810.07
126080X/126133XG,G,80.962,133.35,74,2.25,4650,1425,4900,N/A,N/A,N/A
126082X/126133XG,G,82.55,133.35,74,2.25,4650,1425,4900,N/A,N/A,N/A
126082X/126136XG,G,82.55,136.525,74,2.25,4650,1425,4900,N/A,N/A,N/A
140082X/140140G,G,82.55,140,85,4.145,5685,1410,4900,2205.9,441180,2801.49
126084X/126133XG,G,84.138,133.35,74,2.4,4650,1425,4900,N/A,N/A,N/A
126084X/126136XG,G,84.138,136.525,74,2.4,4650,1425,4900,N/A,N/A,N/A
140085/140140G,G,85,140,85,3.945,5685,1410,4900,2185.33,437066,2775.37
210085/210170G,G,85,170,106,8.345,10640,2630,4200,3536.16,707232,4490.93
126085X/126133XG,G,85.725,133.35,74,2.4,4650,1425,4900,N/A,N/A,N/A
126085X/126136XG,G,85.725,136.525,74,2.4,4650,1425,4900,N/A,N/A,N/A
126088X/126133XG,G,88.9,133.35,74,2.4,4650,1425,4900,N/A,N/A,N/A
126088X/126136XG,G,88.9,136.525,74,2.4,4650,1425,4900,N/A,N/A,N/A
117090/117133XG,G,90,133.35,76,3.9,4275,1315,4800,N/A,N/A,N/A
210090/210170G,G,90,170,106,8.345,10640,2630,4200,N/A,N/A,N/A
131090/131150G,G,90,150,75,4.625,5115,1630,4400,N/A,N/A,N/A
131090/131152XG,G,90,152.4,75,4.625,5115,1630,4400,N/A,N/A,N/A
131090/131158XG,G,90,158.75,75,4.625,5115,1630,4400,N/A,N/A,N/A
160090/160152XG,G,90,152.4,92,4.95,7275,1785,4300,N/A,N/A,N/A
160090/160158XG,G,90,158.75,92,4.95,7275,1785,4300,N/A,N/A,N/A
160090/160160G,G,90,160,92,4.95,7275,1785,4300,N/A,N/A,N/A
160090/160161XG,G,90,161.925,92,4.95,7275,1785,4300,N/A,N/A,N/A
131092X/131150G,G,92.075,150,75,4.625,5115,1630,4400,N/A,N/A,N/A
131092X/131152XG,G,92.075,152.4,75,4.625,5115,1630,4400,N/A,N/A,N/A
131092X/131158XG,G,92.075,158.75,75,4.625,5115,1630,4400,N/A,N/A,N/A
